all_input_global_sketches_complete,case,first_segment_slope,grandparent_boundaries,independent_inputs_capacity_violations,independent_inputs_crossfile_duplicate_rows,independent_inputs_files,independent_inputs_invalid_ranges,independent_inputs_invented_keys,independent_inputs_library_distinct_union,independent_inputs_library_invented_keys,independent_inputs_library_missing_original_keys,independent_inputs_library_perfile_distinct_sum,independent_inputs_library_raw_vector_rows,independent_inputs_library_unique_vs_stream_disagree_files,independent_inputs_library_within_file_duplicates,independent_inputs_missing_original_keys,independent_inputs_output_ranges,independent_inputs_overlapping_range_pairs,independent_inputs_planned_entries,independent_inputs_stream_distinct_union,independent_inputs_stream_reference_drop,independent_inputs_stream_reference_rows,input_entry_sum,input_files,input_plr_segments,kmv_range_buckets,kmv_samples,kmv_union_error,kmv_union_estimate,merged_segments,merged_target,path,plr_error,raw_split_capacity_violations,raw_split_crossfile_duplicate_rows,raw_split_files,raw_split_invalid_ranges,raw_split_invented_keys,raw_split_library_distinct_union,raw_split_library_invented_keys,raw_split_library_missing_original_keys,raw_split_library_perfile_distinct_sum,raw_split_library_raw_vector_rows,raw_split_library_unique_vs_stream_disagree_files,raw_split_library_within_file_duplicates,raw_split_missing_original_keys,raw_split_output_ranges,raw_split_overlapping_range_pairs,raw_split_planned_entries,raw_split_stream_distinct_union,raw_split_stream_reference_drop,raw_split_stream_reference_rows,record_type,sst_target_entries,this_path_target,trimmed_split_capacity_violations,trimmed_split_crossfile_duplicate_rows,trimmed_split_files,trimmed_split_invalid_ranges,trimmed_split_invented_keys,trimmed_split_library_distinct_union,trimmed_split_library_invented_keys,trimmed_split_library_missing_original_keys,trimmed_split_library_perfile_distinct_sum,trimmed_split_library_raw_vector_rows,trimmed_split_library_unique_vs_stream_disagree_files,trimmed_split_library_within_file_duplicates,trimmed_split_missing_original_keys,trimmed_split_output_ranges,trimmed_split_overlapping_range_pairs,trimmed_split_planned_entries,trimmed_split_stream_distinct_union,trimmed_split_stream_reference_drop,trimmed_split_stream_reference_rows,true_union,unsplit_capacity_violations,unsplit_crossfile_duplicate_rows,unsplit_files,unsplit_invalid_ranges,unsplit_invented_keys,unsplit_library_distinct_union,unsplit_library_invented_keys,unsplit_library_missing_original_keys,unsplit_library_perfile_distinct_sum,unsplit_library_raw_vector_rows,unsplit_library_unique_vs_stream_disagree_files,unsplit_library_within_file_duplicates,unsplit_missing_original_keys,unsplit_output_ranges,unsplit_overlapping_range_pairs,unsplit_planned_entries,unsplit_stream_distinct_union,unsplit_stream_reference_drop,unsplit_stream_reference_rows
0,uniform_50,,4,0,8192,4,0,0,8192,0,0,16384,16384,0,0,0,,6,16384,8192,0,16384,16384,4,4,8,2048,-18,8174,5,8174,kmv_merge,1,2,0,10,0,0,8167,0,25,8167,8174,0,7,25,,0,8174,8167,7,8167,pipeline,512,8174,2,0,10,0,0,8167,0,25,8167,8174,0,7,25,,0,8174,8167,7,8167,8192,0,0,1,0,0,8169,0,23,8169,8174,0,5,23,,0,8174,8169,5,8169
0,uniform_50,,4,0,8192,4,0,0,8192,0,0,16384,16384,0,0,0,,6,16384,8192,0,16384,16384,4,4,8,2048,-18,8174,1,8174,exact_union_refit_control,1,0,0,10,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192,pipeline,512,8192,0,0,10,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192,8192,0,0,1,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192
1,uniform_50,,0,0,8192,4,0,0,8192,0,0,16384,16384,0,0,0,,6,16384,8192,0,16384,16384,4,4,8,16384,0,8192,3,8192,kmv_merge,8,2,0,16,0,0,8189,0,3,8189,8192,0,3,3,,0,8192,8189,3,8189,pipeline,512,8192,2,0,16,0,0,8189,0,3,8189,8192,0,3,3,,0,8192,8189,3,8189,8192,0,0,1,0,0,8191,0,1,8191,8192,0,1,1,,0,8192,8191,1,8191
1,uniform_50,,0,0,8192,4,0,0,8192,0,0,16384,16384,0,0,0,,6,16384,8192,0,16384,16384,4,4,8,16384,0,8192,1,8192,exact_union_refit_control,8,0,0,16,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192,pipeline,512,8192,0,0,16,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192,8192,0,0,1,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192
1,uniform_50,,4,0,8192,4,0,0,8192,0,0,16384,16384,0,0,0,,6,16384,8192,0,16384,16384,4,4,8,16384,0,8192,3,8192,kmv_merge,8,2,0,10,0,0,8189,0,3,8189,8192,0,3,3,,0,8192,8189,3,8189,pipeline,512,8192,2,0,10,0,0,8189,0,3,8189,8192,0,3,3,,0,8192,8189,3,8189,8192,0,0,1,0,0,8191,0,1,8191,8192,0,1,1,,0,8192,8191,1,8191
1,uniform_50,,4,0,8192,4,0,0,8192,0,0,16384,16384,0,0,0,,6,16384,8192,0,16384,16384,4,4,8,16384,0,8192,1,8192,exact_union_refit_control,8,0,0,10,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192,pipeline,512,8192,0,0,10,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192,8192,0,0,1,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192
1,uniform_50,,0,0,8192,4,0,0,8192,0,0,16384,16384,0,0,0,,6,16384,8192,0,16384,16384,4,4,8,16384,0,8192,3,8192,kmv_merge,1,2,0,16,0,0,8189,0,3,8189,8192,0,3,3,,0,8192,8189,3,8189,pipeline,512,8192,2,0,16,0,0,8189,0,3,8189,8192,0,3,3,,0,8192,8189,3,8189,8192,0,0,1,0,0,8191,0,1,8191,8192,0,1,1,,0,8192,8191,1,8191
1,uniform_50,,0,0,8192,4,0,0,8192,0,0,16384,16384,0,0,0,,6,16384,8192,0,16384,16384,4,4,8,16384,0,8192,1,8192,exact_union_refit_control,1,0,0,16,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192,pipeline,512,8192,0,0,16,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192,8192,0,0,1,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192
1,uniform_50,,4,0,8192,4,0,0,8192,0,0,16384,16384,0,0,0,,6,16384,8192,0,16384,16384,4,4,8,16384,0,8192,3,8192,kmv_merge,1,2,0,10,0,0,8189,0,3,8189,8192,0,3,3,,0,8192,8189,3,8189,pipeline,512,8192,2,0,10,0,0,8189,0,3,8189,8192,0,3,3,,0,8192,8189,3,8189,8192,0,0,1,0,0,8191,0,1,8191,8192,0,1,1,,0,8192,8191,1,8191
1,uniform_50,,4,0,8192,4,0,0,8192,0,0,16384,16384,0,0,0,,6,16384,8192,0,16384,16384,4,4,8,16384,0,8192,1,8192,exact_union_refit_control,1,0,0,10,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192,pipeline,512,8192,0,0,10,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192,8192,0,0,1,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192
0,hot_shared_core,,0,0,6831,4,0,2636,9553,2636,1275,16384,16384,0,0,1275,,6,16384,9553,0,16384,16384,4,12,8,512,345,8537,12,8537,kmv_merge,8,4,1,17,0,5619,8307,5619,5504,8308,8537,0,229,5504,,1,8537,8307,229,8308,pipeline,512,8537,4,0,17,0,5619,8307,5619,5504,8307,8537,0,230,5504,,0,8537,8307,230,8307,8192,0,0,1,0,5788,8537,5788,5443,8537,8537,0,0,5443,,0,8537,8537,0,8537
0,hot_shared_core,,0,0,6831,4,0,2636,9553,2636,1275,16384,16384,0,0,1275,,6,16384,9553,0,16384,16384,4,12,8,512,345,8537,3,8537,exact_union_refit_control,8,0,0,16,0,1559,8192,1559,1559,8192,8192,0,0,1559,,0,8192,8192,0,8192,pipeline,512,8192,0,0,16,0,1559,8192,1559,1559,8192,8192,0,0,1559,,0,8192,8192,0,8192,8192,0,0,1,0,1559,8192,1559,1559,8192,8192,0,0,1559,,0,8192,8192,0,8192
0,hot_shared_core,,4,0,6831,4,0,2636,9553,2636,1275,16384,16384,0,0,1275,,6,16384,9553,0,16384,16384,4,12,8,512,345,8537,12,8537,kmv_merge,8,2,0,10,0,5634,8329,5634,5497,8329,8537,0,208,5497,,0,8537,8329,208,8329,pipeline,512,8537,2,0,10,0,5634,8329,5634,5497,8329,8537,0,208,5497,,0,8537,8329,208,8329,8192,0,0,1,0,5788,8537,5788,5443,8537,8537,0,0,5443,,0,8537,8537,0,8537
0,hot_shared_core,,4,0,6831,4,0,2636,9553,2636,1275,16384,16384,0,0,1275,,6,16384,9553,0,16384,16384,4,12,8,512,345,8537,3,8537,exact_union_refit_control,8,0,0,10,0,1559,8192,1559,1559,8192,8192,0,0,1559,,0,8192,8192,0,8192,pipeline,512,8192,0,0,10,0,1559,8192,1559,1559,8192,8192,0,0,1559,,0,8192,8192,0,8192,8192,0,0,1,0,1559,8192,1559,1559,8192,8192,0,0,1559,,0,8192,8192,0,8192
0,hot_shared_core,,0,0,7676,4,0,2051,8708,2051,1535,16384,16384,0,0,1535,,6,16384,8708,0,16384,16384,4,12,8,512,345,8537,11,8537,kmv_merge,1,4,1,17,0,5595,8296,5595,5491,8297,8537,0,240,5491,,1,8537,8296,240,8297,pipeline,512,8537,4,0,17,0,5596,8297,5596,5491,8297,8537,0,240,5491,,0,8537,8297,240,8297,8192,0,0,1,0,5772,8537,5772,5427,8537,8537,0,0,5427,,0,8537,8537,0,8537
0,hot_shared_core,,0,0,7676,4,0,2051,8708,2051,1535,16384,16384,0,0,1535,,6,16384,8708,0,16384,16384,4,12,8,512,345,8537,3,8537,exact_union_refit_control,1,0,0,16,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192,pipeline,512,8192,0,0,16,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192,8192,0,0,1,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192
0,hot_shared_core,,4,0,7676,4,0,2051,8708,2051,1535,16384,16384,0,0,1535,,6,16384,8708,0,16384,16384,4,12,8,512,345,8537,11,8537,kmv_merge,1,2,0,10,0,5611,8319,5611,5484,8319,8537,0,218,5484,,0,8537,8319,218,8319,pipeline,512,8537,2,0,10,0,5611,8319,5611,5484,8319,8537,0,218,5484,,0,8537,8319,218,8319,8192,0,0,1,0,5772,8537,5772,5427,8537,8537,0,0,5427,,0,8537,8537,0,8537
0,hot_shared_core,,4,0,7676,4,0,2051,8708,2051,1535,16384,16384,0,0,1535,,6,16384,8708,0,16384,16384,4,12,8,512,345,8537,3,8537,exact_union_refit_control,1,0,0,10,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192,pipeline,512,8192,0,0,10,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192,8192,0,0,1,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192
0,hot_shared_core,,0,0,6831,4,0,2636,9553,2636,1275,16384,16384,0,0,1275,,6,16384,9553,0,16384,16384,4,12,8,2048,123,8315,12,8315,kmv_merge,8,4,0,17,0,5577,8277,5577,5492,8277,8315,0,38,5492,,0,8315,8277,38,8277,pipeline,512,8315,4,0,17,0,5577,8277,5577,5492,8277,8315,0,38,5492,,0,8315,8277,38,8277,8192,0,0,1,0,5601,8315,5601,5478,8315,8315,0,0,5478,,0,8315,8315,0,8315
0,hot_shared_core,,0,0,6831,4,0,2636,9553,2636,1275,16384,16384,0,0,1275,,6,16384,9553,0,16384,16384,4,12,8,2048,123,8315,3,8315,exact_union_refit_control,8,0,0,16,0,1559,8192,1559,1559,8192,8192,0,0,1559,,0,8192,8192,0,8192,pipeline,512,8192,0,0,16,0,1559,8192,1559,1559,8192,8192,0,0,1559,,0,8192,8192,0,8192,8192,0,0,1,0,1559,8192,1559,1559,8192,8192,0,0,1559,,0,8192,8192,0,8192
0,hot_shared_core,,4,0,6831,4,0,2636,9553,2636,1275,16384,16384,0,0,1275,,6,16384,9553,0,16384,16384,4,12,8,2048,123,8315,12,8315,kmv_merge,8,2,0,10,0,5582,8284,5582,5490,8284,8315,0,31,5490,,0,8315,8284,31,8284,pipeline,512,8315,2,0,10,0,5582,8284,5582,5490,8284,8315,0,31,5490,,0,8315,8284,31,8284,8192,0,0,1,0,5601,8315,5601,5478,8315,8315,0,0,5478,,0,8315,8315,0,8315
0,hot_shared_core,,4,0,6831,4,0,2636,9553,2636,1275,16384,16384,0,0,1275,,6,16384,9553,0,16384,16384,4,12,8,2048,123,8315,3,8315,exact_union_refit_control,8,0,0,10,0,1559,8192,1559,1559,8192,8192,0,0,1559,,0,8192,8192,0,8192,pipeline,512,8192,0,0,10,0,1559,8192,1559,1559,8192,8192,0,0,1559,,0,8192,8192,0,8192,8192,0,0,1,0,1559,8192,1559,1559,8192,8192,0,0,1559,,0,8192,8192,0,8192
0,hot_shared_core,,0,0,7676,4,0,2051,8708,2051,1535,16384,16384,0,0,1535,,6,16384,8708,0,16384,16384,4,12,8,2048,123,8315,12,8315,kmv_merge,1,4,0,17,0,5568,8272,5568,5488,8272,8315,0,43,5488,,0,8315,8272,43,8272,pipeline,512,8315,4,0,17,0,5568,8272,5568,5488,8272,8315,0,43,5488,,0,8315,8272,43,8272,8192,0,0,1,0,5597,8315,5597,5474,8315,8315,0,0,5474,,0,8315,8315,0,8315
0,hot_shared_core,,0,0,7676,4,0,2051,8708,2051,1535,16384,16384,0,0,1535,,6,16384,8708,0,16384,16384,4,12,8,2048,123,8315,3,8315,exact_union_refit_control,1,0,0,16,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192,pipeline,512,8192,0,0,16,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192,8192,0,0,1,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192
0,hot_shared_core,,4,0,7676,4,0,2051,8708,2051,1535,16384,16384,0,0,1535,,6,16384,8708,0,16384,16384,4,12,8,2048,123,8315,12,8315,kmv_merge,1,2,0,10,0,5574,8280,5574,5486,8280,8315,0,35,5486,,0,8315,8280,35,8280,pipeline,512,8315,2,0,10,0,5574,8280,5574,5486,8280,8315,0,35,5486,,0,8315,8280,35,8280,8192,0,0,1,0,5597,8315,5597,5474,8315,8315,0,0,5474,,0,8315,8315,0,8315
0,hot_shared_core,,4,0,7676,4,0,2051,8708,2051,1535,16384,16384,0,0,1535,,6,16384,8708,0,16384,16384,4,12,8,2048,123,8315,3,8315,exact_union_refit_control,1,0,0,10,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192,pipeline,512,8192,0,0,10,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192,8192,0,0,1,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192
1,hot_shared_core,,0,0,6831,4,0,2636,9553,2636,1275,16384,16384,0,0,1275,,6,16384,9553,0,16384,16384,4,12,8,16384,0,8192,10,8192,kmv_merge,8,0,0,16,0,5528,8192,5528,5528,8192,8192,0,0,5528,,0,8192,8192,0,8192,pipeline,512,8192,0,0,16,0,5528,8192,5528,5528,8192,8192,0,0,5528,,0,8192,8192,0,8192,8192,0,0,1,0,5528,8192,5528,5528,8192,8192,0,0,5528,,0,8192,8192,0,8192
1,hot_shared_core,,0,0,6831,4,0,2636,9553,2636,1275,16384,16384,0,0,1275,,6,16384,9553,0,16384,16384,4,12,8,16384,0,8192,3,8192,exact_union_refit_control,8,0,0,16,0,1559,8192,1559,1559,8192,8192,0,0,1559,,0,8192,8192,0,8192,pipeline,512,8192,0,0,16,0,1559,8192,1559,1559,8192,8192,0,0,1559,,0,8192,8192,0,8192,8192,0,0,1,0,1559,8192,1559,1559,8192,8192,0,0,1559,,0,8192,8192,0,8192
1,hot_shared_core,,4,0,6831,4,0,2636,9553,2636,1275,16384,16384,0,0,1275,,6,16384,9553,0,16384,16384,4,12,8,16384,0,8192,10,8192,kmv_merge,8,0,0,10,0,5528,8192,5528,5528,8192,8192,0,0,5528,,0,8192,8192,0,8192,pipeline,512,8192,0,0,10,0,5528,8192,5528,5528,8192,8192,0,0,5528,,0,8192,8192,0,8192,8192,0,0,1,0,5528,8192,5528,5528,8192,8192,0,0,5528,,0,8192,8192,0,8192
1,hot_shared_core,,4,0,6831,4,0,2636,9553,2636,1275,16384,16384,0,0,1275,,6,16384,9553,0,16384,16384,4,12,8,16384,0,8192,3,8192,exact_union_refit_control,8,0,0,10,0,1559,8192,1559,1559,8192,8192,0,0,1559,,0,8192,8192,0,8192,pipeline,512,8192,0,0,10,0,1559,8192,1559,1559,8192,8192,0,0,1559,,0,8192,8192,0,8192,8192,0,0,1,0,1559,8192,1559,1559,8192,8192,0,0,1559,,0,8192,8192,0,8192
1,hot_shared_core,,0,0,7676,4,0,2051,8708,2051,1535,16384,16384,0,0,1535,,6,16384,8708,0,16384,16384,4,12,8,16384,0,8192,10,8192,kmv_merge,1,0,0,16,0,5511,8192,5511,5511,8192,8192,0,0,5511,,0,8192,8192,0,8192,pipeline,512,8192,0,0,16,0,5511,8192,5511,5511,8192,8192,0,0,5511,,0,8192,8192,0,8192,8192,0,0,1,0,5511,8192,5511,5511,8192,8192,0,0,5511,,0,8192,8192,0,8192
1,hot_shared_core,,0,0,7676,4,0,2051,8708,2051,1535,16384,16384,0,0,1535,,6,16384,8708,0,16384,16384,4,12,8,16384,0,8192,3,8192,exact_union_refit_control,1,0,0,16,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192,pipeline,512,8192,0,0,16,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192,8192,0,0,1,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192
1,hot_shared_core,,4,0,7676,4,0,2051,8708,2051,1535,16384,16384,0,0,1535,,6,16384,8708,0,16384,16384,4,12,8,16384,0,8192,10,8192,kmv_merge,1,0,0,10,0,5511,8192,5511,5511,8192,8192,0,0,5511,,0,8192,8192,0,8192,pipeline,512,8192,0,0,10,0,5511,8192,5511,5511,8192,8192,0,0,5511,,0,8192,8192,0,8192,8192,0,0,1,0,5511,8192,5511,5511,8192,8192,0,0,5511,,0,8192,8192,0,8192
1,hot_shared_core,,4,0,7676,4,0,2051,8708,2051,1535,16384,16384,0,0,1535,,6,16384,8708,0,16384,16384,4,12,8,16384,0,8192,3,8192,exact_union_refit_control,1,0,0,10,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192,pipeline,512,8192,0,0,10,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192,8192,0,0,1,0,0,8192,0,0,8192,8192,0,0,0,,0,8192,8192,0,8192
0,gapped_50,,0,0,5504,4,0,8381,10880,8381,5693,16384,16384,0,0,5693,,6,16384,10880,0,16384,16384,4,256,8,512,-8,8184,284,8184,kmv_merge,8,0,0,16,0,5549,8180,5549,5561,8180,8184,0,4,5561,,0,8184,8180,4,8180,pipeline,512,8184,0,0,16,0,5549,8180,5549,5561,8180,8184,0,4,5561,,0,8184,8180,4,8180,8192,0,0,1,0,5549,8180,5549,5561,8180,8184,0,4,5561,,0,8184,8180,4,8180
0,gapped_50,,0,0,5504,4,0,8381,10880,8381,5693,16384,16384,0,0,5693,,6,16384,10880,0,16384,16384,4,256,8,512,-8,8184,64,8184,exact_union_refit_control,8,0,0,16,0,19,8192,19,19,8192,8192,0,0,19,,0,8192,8192,0,8192,pipeline,512,8192,0,0,16,0,19,8192,19,19,8192,8192,0,0,19,,0,8192,8192,0,8192,8192,0,0,1,0,28,8192,28,28,8192,8192,0,0,28,,0,8192,8192,0,8192
0,gapped_50,,4,0,5504,4,0,8381,10880,8381,5693,16384,16384,0,0,5693,,6,16384,10880,0,16384,16384,4,256,8,512,-8,8184,284,8184,kmv_merge,8,0,0,10,0,5549,8180,5549,5561,8180,8184,0,4,5561,,0,8184,8180,4,8180,pipeline,512,8184,0,0,10,0,5549,8180,5549,5561,8180,8184,0,4,5561,,0,8184,8180,4,8180,8192,0,0,1,0,5549,8180,5549,5561,8180,8184,0,4,5561,,0,8184,8180,4,8180
0,gapped_50,,4,0,5504,4,0,8381,10880,8381,5693,16384,16384,0,0,5693,,6,16384,10880,0,16384,16384,4,256,8,512,-8,8184,64,8184,exact_union_refit_control,8,0,0,10,0,28,8192,28,28,8192,8192,0,0,28,,0,8192,8192,0,8192,pipeline,512,8192,0,0,10,0,28,8192,28,28,8192,8192,0,0,28,,0,8192,8192,0,8192,8192,0,0,1,0,28,8192,28,28,8192,8192,0,0,28,,0,8192,8192,0,8192
0,gapped_50,,0,0,5248,4,0,8381,11136,8381,5437,16384,16384,0,0,5437,,6,16384,11136,0,16384,16384,4,256,8,512,-8,8184,284,8184,kmv_merge,1,0,0,16,0,5549,8180,5549,5561,8180,8184,0,4,5561,,0,8184,8180,4,8180,pipeline,512,8184,0,0,16,0,5549,8180,5549,5561,8180,8184,0,4,5561,,0,8184,8180,4,8180,8192,0,0,1,0,5549,8180,5549,5561,8180,8184,0,4,5561,,0,8184,8180,4,8180
0,gapped_50,,0,0,5248,4,0,8381,11136,8381,5437,16384,16384,0,0,5437,,6,16384,11136,0,16384,16384,4,256,8,512,-8,8184,64,8184,exact_union_refit_control,1,0,0,16,0,23,8192,23,23,8192,8192,0,0,23,,0,8192,8192,0,8192,pipeline,512,8192,0,0,16,0,23,8192,23,23,8192,8192,0,0,23,,0,8192,8192,0,8192,8192,0,0,1,0,27,8192,27,27,8192,8192,0,0,27,,0,8192,8192,0,8192
0,gapped_50,,4,0,5248,4,0,8381,11136,8381,5437,16384,16384,0,0,5437,,6,16384,11136,0,16384,16384,4,256,8,512,-8,8184,284,8184,kmv_merge,1,0,0,10,0,5549,8180,5549,5561,8180,8184,0,4,5561,,0,8184,8180,4,8180,pipeline,512,8184,0,0,10,0,5549,8180,5549,5561,8180,8184,0,4,5561,,0,8184,8180,4,8180,8192,0,0,1,0,5549,8180,5549,5561,8180,8184,0,4,5561,,0,8184,8180,4,8180
0,gapped_50,,4,0,5248,4,0,8381,11136,8381,5437,16384,16384,0,0,5437,,6,16384,11136,0,16384,16384,4,256,8,512,-8,8184,64,8184,exact_union_refit_control,1,0,0,10,0,29,8192,29,29,8192,8192,0,0,29,,0,8192,8192,0,8192,pipeline,512,8192,0,0,10,0,29,8192,29,29,8192,8192,0,0,29,,0,8192,8192,0,8192,8192,0,0,1,0,27,8192,27,27,8192,8192,0,0,27,,0,8192,8192,0,8192
0,gapped_50,,0,0,5504,4,0,8381,10880,8381,5693,16384,16384,0,0,5693,,6,16384,10880,0,16384,16384,4,256,8,2048,-44,8148,316,8148,kmv_merge,8,0,0,16,0,5376,8148,5376,5420,8148,8148,0,0,5420,,0,8148,8148,0,8148,pipeline,512,8148,0,0,16,0,5376,8148,5376,5420,8148,8148,0,0,5420,,0,8148,8148,0,8148,8192,0,0,1,0,5376,8148,5376,5420,8148,8148,0,0,5420,,0,8148,8148,0,8148
0,gapped_50,,0,0,5504,4,0,8381,10880,8381,5693,16384,16384,0,0,5693,,6,16384,10880,0,16384,16384,4,256,8,2048,-44,8148,64,8148,exact_union_refit_control,8,0,0,16,0,19,8192,19,19,8192,8192,0,0,19,,0,8192,8192,0,8192,pipeline,512,8192,0,0,16,0,19,8192,19,19,8192,8192,0,0,19,,0,8192,8192,0,8192,8192,0,0,1,0,28,8192,28,28,8192,8192,0,0,28,,0,8192,8192,0,8192
0,gapped_50,,4,0,5504,4,0,8381,10880,8381,5693,16384,16384,0,0,5693,,6,16384,10880,0,16384,16384,4,256,8,2048,-44,8148,316,8148,kmv_merge,8,0,0,10,0,5376,8148,5376,5420,8148,8148,0,0,5420,,0,8148,8148,0,8148,pipeline,512,8148,0,0,10,0,5376,8148,5376,5420,8148,8148,0,0,5420,,0,8148,8148,0,8148,8192,0,0,1,0,5376,8148,5376,5420,8148,8148,0,0,5420,,0,8148,8148,0,8148
0,gapped_50,,4,0,5504,4,0,8381,10880,8381,5693,16384,16384,0,0,5693,,6,16384,10880,0,16384,16384,4,256,8,2048,-44,8148,64,8148,exact_union_refit_control,8,0,0,10,0,28,8192,28,28,8192,8192,0,0,28,,0,8192,8192,0,8192,pipeline,512,8192,0,0,10,0,28,8192,28,28,8192,8192,0,0,28,,0,8192,8192,0,8192,8192,0,0,1,0,28,8192,28,28,8192,8192,0,0,28,,0,8192,8192,0,8192
0,gapped_50,,0,0,5248,4,0,8381,11136,8381,5437,16384,16384,0,0,5437,,6,16384,11136,0,16384,16384,4,256,8,2048,-44,8148,316,8148,kmv_merge,1,0,0,16,0,5376,8148,5376,5420,8148,8148,0,0,5420,,0,8148,8148,0,8148,pipeline,512,8148,0,0,16,0,5376,8148,5376,5420,8148,8148,0,0,5420,,0,8148,8148,0,8148,8192,0,0,1,0,5376,8148,5376,5420,8148,8148,0,0,5420,,0,8148,8148,0,8148
0,gapped_50,,0,0,5248,4,0,8381,11136,8381,5437,16384,16384,0,0,5437,,6,16384,11136,0,16384,16384,4,256,8,2048,-44,8148,64,8148,exact_union_refit_control,1,0,0,16,0,23,8192,23,23,8192,8192,0,0,23,,0,8192,8192,0,8192,pipeline,512,8192,0,0,16,0,23,8192,23,23,8192,8192,0,0,23,,0,8192,8192,0,8192,8192,0,0,1,0,27,8192,27,27,8192,8192,0,0,27,,0,8192,8192,0,8192
0,gapped_50,,4,0,5248,4,0,8381,11136,8381,5437,16384,16384,0,0,5437,,6,16384,11136,0,16384,16384,4,256,8,2048,-44,8148,316,8148,kmv_merge,1,0,0,10,0,5376,8148,5376,5420,8148,8148,0,0,5420,,0,8148,8148,0,8148,pipeline,512,8148,0,0,10,0,5376,8148,5376,5420,8148,8148,0,0,5420,,0,8148,8148,0,8148,8192,0,0,1,0,5376,8148,5376,5420,8148,8148,0,0,5420,,0,8148,8148,0,8148
0,gapped_50,,4,0,5248,4,0,8381,11136,8381,5437,16384,16384,0,0,5437,,6,16384,11136,0,16384,16384,4,256,8,2048,-44,8148,64,8148,exact_union_refit_control,1,0,0,10,0,29,8192,29,29,8192,8192,0,0,29,,0,8192,8192,0,8192,pipeline,512,8192,0,0,10,0,29,8192,29,29,8192,8192,0,0,29,,0,8192,8192,0,8192,8192,0,0,1,0,27,8192,27,27,8192,8192,0,0,27,,0,8192,8192,0,8192
1,gapped_50,,0,0,5504,4,0,8381,10880,8381,5693,16384,16384,0,0,5693,,6,16384,10880,0,16384,16384,4,256,8,16384,0,8192,255,8192,kmv_merge,8,0,0,16,0,5841,8192,5841,5841,8192,8192,0,0,5841,,0,8192,8192,0,8192,pipeline,512,8192,0,0,16,0,5841,8192,5841,5841,8192,8192,0,0,5841,,0,8192,8192,0,8192,8192,0,0,1,0,5840,8192,5840,5840,8192,8192,0,0,5840,,0,8192,8192,0,8192
1,gapped_50,,0,0,5504,4,0,8381,10880,8381,5693,16384,16384,0,0,5693,,6,16384,10880,0,16384,16384,4,256,8,16384,0,8192,64,8192,exact_union_refit_control,8,0,0,16,0,19,8192,19,19,8192,8192,0,0,19,,0,8192,8192,0,8192,pipeline,512,8192,0,0,16,0,19,8192,19,19,8192,8192,0,0,19,,0,8192,8192,0,8192,8192,0,0,1,0,28,8192,28,28,8192,8192,0,0,28,,0,8192,8192,0,8192
1,gapped_50,,4,0,5504,4,0,8381,10880,8381,5693,16384,16384,0,0,5693,,6,16384,10880,0,16384,16384,4,256,8,16384,0,8192,255,8192,kmv_merge,8,0,0,10,0,5841,8192,5841,5841,8192,8192,0,0,5841,,0,8192,8192,0,8192,pipeline,512,8192,0,0,10,0,5841,8192,5841,5841,8192,8192,0,0,5841,,0,8192,8192,0,8192,8192,0,0,1,0,5840,8192,5840,5840,8192,8192,0,0,5840,,0,8192,8192,0,8192
